cr_id,trial,producer_model,evaluator_model,run_id,available_modules,known_interfaces,ours_output_file,baseline_output_file,evaluation_output_file,winner,why,ours_total_score,baseline_total_score,pure_fr_ours,pure_fr_baseline,fr_dp_bridge_ours,fr_dp_bridge_baseline,dp_im_bridge_ours,dp_im_bridge_baseline,pure_im_ours,pure_im_baseline,fr_im_bridge_ours,fr_im_bridge_baseline
CR-NGHE-001,9,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-001_trial9_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial9_20260224_095752.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial9_20260224_095809.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=16",21,16,5,2,5,3,4,3,4,4,3,4
CR-NGHE-001,9,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-001_trial9_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial9_20260224_095752.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial9_20260224_095809.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=14",21,14,4,2,4,2,4,3,4,3,5,4
CR-NGHE-001,9,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-001_trial9_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial9_20260224_095930.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial9_20260224_100006.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=17",23,17,5,3,5,2,5,4,4,3,4,5
CR-NGHE-001,9,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-001_trial9_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial9_20260224_095930.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial9_20260224_100006.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=21",24,21,5,3,5,3,5,5,5,5,4,5
CR-NGHE-001,10,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-001_trial10_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial10_20260223_012827.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial10_20260223_012836.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=20",22,20,5,3,4,5,4,3,5,4,4,5
CR-NGHE-001,10,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-001_trial10_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial10_20260223_012827.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial10_20260223_012836.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,3,4,4,3,4,3,4,4
CR-NGHE-001,10,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-001_trial10_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial10_20260224_100135.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial10_20260224_100156.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=17",21,17,5,3,3,4,5,4,3,3,5,3
CR-NGHE-001,10,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-001_trial10_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial10_20260224_100135.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial10_20260224_100156.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,2,4,3,4,3,4,3,4,3
CR-NGHE-001,10,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-001_trial10_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial10_20260224_100321.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial10_20260224_100406.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=13",22,13,5,2,3,4,5,3,4,2,5,2
CR-NGHE-001,10,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-001_trial10_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial10_20260224_100321.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial10_20260224_100406.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=16",25,16,5,3,5,4,5,3,5,3,5,3
CR-NGHE-001,11,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-001_trial11_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial11_20260223_012854.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial11_20260223_012903.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=19",23,19,5,3,4,5,4,3,5,4,5,4
CR-NGHE-001,11,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-001_trial11_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial11_20260223_012854.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial11_20260223_012903.json,,OURS,"Score totals (excluding N/A): ours=18, baseline=17",18,17,4,3,3,4,4,3,4,3,3,4
CR-NGHE-001,11,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-001_trial11_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial11_20260224_100524.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial11_20260224_100551.json,,BASELINE,"Score totals (excluding N/A): ours=16, baseline=18",16,18,5,3,2,4,3,4,3,3,3,4
CR-NGHE-001,11,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-001_trial11_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial11_20260224_100524.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial11_20260224_100551.json,,OURS,"Score totals (excluding N/A): ours=18, baseline=17",18,17,4,2,3,4,4,3,4,4,3,4
CR-NGHE-001,11,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-001_trial11_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial11_20260224_100705.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial11_20260224_100740.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=11",24,11,5,2,5,3,5,2,4,2,5,2
CR-NGHE-001,11,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-001_trial11_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial11_20260224_100705.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial11_20260224_100740.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=15",24,15,4,2,5,3,5,3,5,4,5,3
CR-NGHE-001,12,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-001_trial12_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial12_20260223_012921.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial12_20260223_012931.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=19",23,19,5,3,4,5,4,3,5,4,5,4
CR-NGHE-001,12,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-001_trial12_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial12_20260223_012921.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial12_20260223_012931.json,,OURS,"Score totals (excluding N/A): ours=18, baseline=17",18,17,4,3,3,4,4,3,4,3,3,4
CR-NGHE-001,12,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-001_trial12_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial12_20260224_100855.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial12_20260224_100921.json,,OURS,"Score totals (excluding N/A): ours=18, baseline=15",18,15,4,2,3,4,4,3,3,3,4,3
CR-NGHE-001,12,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-001_trial12_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial12_20260224_100855.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial12_20260224_100921.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=14",19,14,3,2,4,3,4,3,4,3,4,3
CR-NGHE-001,12,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-001_trial12_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial12_20260224_101036.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial12_20260224_101115.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=14",25,14,5,2,5,2,5,2,5,4,5,4
CR-NGHE-001,12,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-001_trial12_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial12_20260224_101036.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial12_20260224_101115.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=18",23,18,5,2,5,3,4,4,4,4,5,5
CR-NGHE-001,13,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-001_trial13_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial13_20260223_012949.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial13_20260223_012957.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=19",23,19,5,3,4,5,4,3,5,4,5,4
CR-NGHE-001,13,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-001_trial13_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial13_20260223_012949.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial13_20260223_012957.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,3,4,4,3,4,3,4,4
CR-NGHE-001,13,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-001_trial13_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial13_20260224_101233.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial13_20260224_101253.json,,BASELINE,"Score totals (excluding N/A): ours=15, baseline=19",15,19,2,4,4,2,2,4,4,4,3,5
CR-NGHE-001,13,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-001_trial13_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial13_20260224_101233.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial13_20260224_101253.json,,OURS,"Score totals (excluding N/A): ours=17, baseline=16",17,16,4,2,4,2,3,4,3,4,3,4
CR-NGHE-001,13,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-001_trial13_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial13_20260224_101413.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial13_20260224_101452.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=15",23,15,5,3,3,4,5,2,5,3,5,3
CR-NGHE-001,13,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-001_trial13_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial13_20260224_101413.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial13_20260224_101452.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=18",25,18,5,3,5,4,5,3,5,5,5,3
CR-NGHE-001,14,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-001_trial14_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial14_20260223_013014.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial14_20260223_013025.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=20",22,20,5,3,4,5,4,3,5,4,4,5
CR-NGHE-001,14,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-001_trial14_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial14_20260223_013014.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial14_20260223_013025.json,,OURS,"Score totals (excluding N/A): ours=18, baseline=17",18,17,4,3,3,4,4,3,4,3,3,4
CR-NGHE-001,14,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-001_trial14_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial14_20260224_101618.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial14_20260224_101639.json,,OURS,"Score totals (excluding N/A): ours=18, baseline=17",18,17,5,3,3,4,4,3,3,3,3,4
CR-NGHE-001,14,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-001_trial14_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial14_20260224_101618.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial14_20260224_101639.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,2,4,3,4,3,4,3,4,3
CR-NGHE-001,14,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-001_trial14_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial14_20260224_101759.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial14_20260224_101842.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=15",22,15,5,2,5,2,5,2,4,4,3,5
CR-NGHE-001,14,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-001_trial14_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial14_20260224_101759.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial14_20260224_101842.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=19",23,19,4,2,5,3,5,4,5,5,4,5
CR-NGHE-001,15,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-001_trial15_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial15_20260223_013042.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial15_20260223_013051.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=20",22,20,5,3,4,5,4,3,5,4,4,5
CR-NGHE-001,15,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-001_trial15_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial15_20260223_013042.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial15_20260223_013051.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,3,4,4,3,4,3,4,4
CR-NGHE-001,15,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-001_trial15_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial15_20260224_101954.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial15_20260224_102019.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=18",20,18,5,2,3,4,5,3,4,4,3,5
CR-NGHE-001,15,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-001_trial15_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial15_20260224_101954.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial15_20260224_102019.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=15",20,15,4,2,4,3,4,3,4,4,4,3
CR-NGHE-001,15,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-001_trial15_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial15_20260224_102134.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial15_20260224_102208.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=14",22,14,5,2,3,4,5,2,4,2,5,4
CR-NGHE-001,15,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-001_trial15_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial15_20260224_102134.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial15_20260224_102208.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=21",24,21,4,3,5,5,5,4,5,4,5,5
CR-NGHE-001,16,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-001_trial16_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial16_20260223_013109.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial16_20260223_013119.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=20",22,20,5,3,4,5,4,3,5,4,4,5
CR-NGHE-001,16,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-001_trial16_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-001_trial16_20260223_013109.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-001_trial16_20260223_013119.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,3,4,4,3,4,3,4,4
CR-NGHE-001,16,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-001_trial16_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial16_20260224_102325.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial16_20260224_102346.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=16",21,16,4,2,5,3,3,4,4,4,5,3
CR-NGHE-001,16,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-001_trial16_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-001_trial16_20260224_102325.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-001_trial16_20260224_102346.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=14",21,14,4,2,4,2,4,4,5,4,4,2
CR-NGHE-001,16,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-001_trial16_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial16_20260224_102459.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial16_20260224_102540.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=11",24,11,5,2,5,2,5,2,4,2,5,3
CR-NGHE-001,16,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-001_trial16_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-001_trial16_20260224_102459.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-001_trial16_20260224_102540.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=16",25,16,5,3,5,3,5,3,5,4,5,3
